entry,name,size,params,callees
00403b90,FUN_00403b90,316,0,"EnterCriticalSection FUN_00402c10 FUN_00404330 FUN_0040c6d0 FUN_004129e0 FUN_0068a143 LeaveCriticalSection SetEvent WaitForSingleObject _free"
00403ce0,FUN_00403ce0,442,0,"EnterCriticalSection FUN_00402a00 FUN_00404270 FUN_00404330 FUN_0040c6d0 FUN_004129e0 FUN_0068a143 LeaveCriticalSection WaitForSingleObject _free"
00403ed0,FUN_00403ed0,133,0,"FUN_004040b0 InitializeCriticalSection"
00403f60,FUN_00403f60,190,0,"DeleteCriticalSection FUN_00402880 FUN_0068a143 _free"
00404080,thunk_FUN_00408a00,5,0,""
00404090,FUN_00404090,27,0,"FUN_00403f60 _free"
004040b0,FUN_004040b0,26,0,"FUN_00689dcb"
004040d0,FUN_004040d0,401,0,"EnterCriticalSection FUN_004026a0 FUN_00402820 FUN_00404400 FUN_0040dcf0 FUN_00417a90 FUN_00689dcb FUN_0068a143 LeaveCriticalSection"
00404270,FUN_00404270,184,0,"EnterCriticalSection FUN_00402700 FUN_00402880 FUN_004129e0 FUN_00417a90 FUN_0068a143 LeaveCriticalSection"
00404330,FUN_00404330,196,0,"EnterCriticalSection FUN_00417a90 FUN_0068a143 LeaveCriticalSection"
00404400,FUN_00404400,100,0,"FUN_00404470 FUN_0068a143"
00404470,FUN_00404470,133,0,"FUN_00404530 FUN_0068a143"
00404500,FUN_00404500,35,0,""
00404530,FUN_00404530,490,0,"FUN_004027e0 FUN_00404500 FUN_0040aaf0 FUN_00410130 _free _memmove_s"
00404730,FUN_00404730,32,0,""
00404750,FUN_00404750,137,0,""
004047e0,FUN_004047e0,256,0,""
00404940,FUN_00404940,121,0,""
004049c0,FUN_004049c0,65,0,""
00404a10,FUN_00404a10,33,0,""
00404a40,FUN_00404a40,66,0,""
00404a90,FUN_00404a90,482,0,""
00404c90,FUN_00404c90,99,0,"FUN_00405090 FUN_00405200 FUN_00409080"
00404d00,FUN_00404d00,111,0,"FUN_00405090 FUN_00405200 FUN_004097a0"
00404d70,FUN_00404d70,115,0,"FUN_00405200 FUN_00417800"
00404df0,FUN_00404df0,107,0,"FUN_00417800"
00404e60,FUN_00404e60,148,0,"EnterCriticalSection FUN_00417800 LeaveCriticalSection"
00404f00,FUN_00404f00,193,0,"FUN_004040b0 InitializeCriticalSection"
00404fd0,FUN_00404fd0,92,0,"DeleteCriticalSection FUN_004023e0 FUN_00413e10 _free"
00405040,FUN_00405040,27,0,"FUN_00404fd0 _free"
00405060,FUN_00405060,35,0,"_free"
00405090,FUN_00405090,364,0,"EnterCriticalSection FUN_004026a0 FUN_00404400 FUN_004052b0 FUN_00405310 FUN_0040dcf0 FUN_00417a90 FUN_0068a143 LeaveCriticalSection"
00405200,FUN_00405200,167,0,"EnterCriticalSection FUN_00402700 FUN_004129e0 FUN_0068a143 LeaveCriticalSection"
004052b0,FUN_004052b0,91,0,"FUN_0068a143"
00405310,FUN_00405310,110,0,"FUN_00405380 FUN_00689dcb"
00405380,FUN_00405380,347,0,"FUN_004054e0 FUN_00410130 _free _memmove_s"
004054e0,FUN_004054e0,117,0,"FUN_00401670 FUN_004021c0 __CxxThrowException@8"
00405560,FUN_00405560,142,0,""
004055f0,FUN_004055f0,13,0,"_free"
00405600,FUN_00405600,65,0,"FUN_004061b0"
00405650,thunk_FUN_00405cd0,5,0,""
00405660,FUN_00405660,95,0,"FUN_004056c0 FUN_00405cd0 FUN_00413e10"
004056c0,FUN_004056c0,170,0,"FUN_00405770 FUN_00405c70 FUN_004061f0 FUN_0068a143"
00405770,FUN_00405770,147,0,"FUN_0068a143"
00405810,FUN_00405810,276,0,"FUN_00405770 FUN_00405930 FUN_00408db0 FUN_0068a143 _free _strtok_s"
00405930,FUN_00405930,307,0,"FUN_004021c0 FUN_00405310 FUN_00405b30 _free _free _strchr _strncpy_s thunk_FUN_00689dcb"
00405ac0,FUN_00405ac0,104,0,"FUN_00405bb0 FUN_0068a143"
00405b30,FUN_00405b30,126,0,"FUN_00405c00 FUN_00405e20 FUN_0068a143"
00405bb0,FUN_00405bb0,73,0,"FUN_0068a143"
00405c00,FUN_00405c00,110,0,"FUN_00405560 FUN_00665b33"
00405c70,FUN_00405c70,73,0,"FUN_00405c70 _free"
00405cd0,FUN_00405cd0,40,0,"FUN_00405d50 _free"
00405d10,FUN_00405d10,50,0,"FUN_00405c00"
00405d50,FUN_00405d50,194,0,"FUN_00405c70 FUN_00405eb0 FUN_004061f0 FUN_0068a143"
00405e20,FUN_00405e20,138,0,"FUN_00405560"
00405eb0,FUN_00405eb0,694,0,"FUN_00401670 FUN_004021c0 FUN_004061f0 FUN_00406260 FUN_004062b0 FUN_004062d0 __CxxThrowException@8 _free"
004061b0,FUN_004061b0,55,0,"FUN_00689dcb"
004061f0,FUN_004061f0,97,0,"FUN_0068a143"
00406260,FUN_00406260,78,0,""
004062b0,FUN_004062b0,28,0,""
004062d0,FUN_004062d0,82,0,""
00406330,FUN_00406330,46,0,"_fabs"
00406360,FUN_00406360,100,0,"FUN_0068a1a0 _fabs"
004063d0,FUN_004063d0,94,0,"FUN_0068a1a0 _fabs"
00406430,FUN_00406430,69,0,"FUN_00406360 FUN_004063d0"
00406480,FUN_00406480,34,0,""
004064b0,FUN_004064b0,30,0,""
004064d0,FUN_004064d0,107,0,""
00406540,FUN_00406540,63,0,"FUN_0068bb70"
00406580,FUN_00406580,27,0,""
004065a0,FUN_004065a0,8,0,""
004065b0,FUN_004065b0,177,0,"FUN_0068bb90"
00406670,FUN_00406670,61,0,""
004066b0,FUN_004066b0,271,0,"FUN_00406670"
004067d0,FUN_004067d0,27,0,"FUN_004066b0"
004067f0,FUN_004067f0,153,0,"FUN_00665c10 FUN_006663f0 FUN_00667590"
00406890,FUN_00406890,151,0,"FUN_006679c0 FUN_00667ad0 FUN_006690d0"
00406930,FUN_00406930,293,0,"FUN_006675c0"
00406a60,FUN_00406a60,39,0,""
00406a90,FUN_00406a90,334,0,"FUN_00404e60"
00406be0,FUN_00406be0,610,0,"FUN_00406360 FUN_004063d0 FUN_00417800"
00406e50,FUN_00406e50,610,0,"FUN_00406360 FUN_004063d0 FUN_00417800"
004070c0,FUN_004070c0,153,0,"FUN_00404df0"
00407160,FUN_00407160,193,0,"FUN_00404e60 FUN_00407230"
00407230,FUN_00407230,261,0,""
00407340,FUN_00407340,95,0,""
004073a0,FUN_004073a0,24,0,""
004073c0,FUN_004073c0,24,0,""
004073e0,FUN_004073e0,189,0,""
004074a0,FUN_004074a0,61,0,""
004074e0,FUN_004074e0,91,0,""
00407540,FUN_00407540,61,0,""
00407580,FUN_00407580,91,0,""
004075e0,FUN_004075e0,61,0,""
00407620,FUN_00407620,91,0,""
00407680,FUN_00407680,1095,0,"FUN_00406360 FUN_004063d0"
00407ad0,FUN_00407ad0,219,0,"FUN_00404df0"
00407bb0,FUN_00407bb0,54,0,""
00407bf0,FUN_00407bf0,21,0,"CloseHandle"
00407c10,FUN_00407c10,35,0,"WriteFile"
00407c40,FUN_00407c40,4,0,""
00407c50,FUN_00407c50,25,0,"SetFilePointer"
00407c70,FUN_00407c70,42,0,"CloseHandle _free"
00407ca0,FUN_00407ca0,255,0,"FUN_004040b0 InitializeCriticalSection"
00407da0,FUN_00407da0,472,0,"CoInitialize CreateThread FUN_00401430 FUN_00406670 FUN_0040d020 FUN_0040d360 FUN_0040d560 FUN_0040d620 FUN_0040d810 FUN_0040e780 FUN_00414640 FUN_004147e0 FUN_00418670 SetThreadPriority ShowCursor timeBeginPeriod timeGetTime"
00407f80,FUN_00407f80,233,0,"EnterCriticalSection FUN_0040d3f0 FUN_00414640 FUN_00414c50 FUN_00414d50 FUN_004188c0 ImmReleaseContext LeaveCriticalSection SetEvent _free"
00408080,FUN_00408080,148,0,"EnterCriticalSection FUN_004089c0 LeaveCriticalSection SetEvent"
00408120,FUN_00408120,177,0,"CloseHandle CreateEventA DispatchMessageA FUN_00414a10 GetMessageA PeekMessageA TranslateMessage WaitForSingleObject"
004081e0,FUN_004081e0,755,0,"CreateThread EnterCriticalSection FUN_00401060 FUN_00408080 FUN_0040d6d0 FUN_00414640 FUN_00419350 FUN_00419400 FUN_004194d0 LeaveCriticalSection SetEvent SetWindowTextA __controlfp_s __security_check_cookie _memset timeGetTime wsprintfA"
00408495,Catch@00408495,16,0,""
004084f0,FUN_004084f0,383,0,"CloseHandle CreateEventA FUN_00401060 LeaveCriticalSection TryEnterCriticalSection WaitForSingleObject"
00408649,Catch@00408649,13,0,""
00408690,FUN_00408690,240,0,"DefWindowProcA FUN_00408780 FUN_0040ede0 PostQuitMessage"
00408780,FUN_00408780,126,0,"EnterCriticalSection FUN_00414b30 LeaveCriticalSection ShowCursor"
00408870,FUN_00408870,267,0,"CloseHandle CoInitialize CoUninitialize CreateEventA FUN_0068a143 WaitForSingleObject _free"
00408990,FUN_00408990,36,0,"FUN_00408a50"
004089c0,FUN_004089c0,53,0,"FUN_0040c6d0 FUN_004129e0"
00408a00,FUN_00408a00,49,0,"_free"
00408a50,FUN_00408a50,237,0,"FUN_00402430 FUN_00408b40 FUN_00665af4 _memcpy_s"
00408b40,FUN_00408b40,251,0,"FUN_00402430 FUN_00665af4 FUN_00665b33 _memcpy_s"
00408c40,FUN_00408c40,183,0,"FUN_004020d0 FUN_00408a50 _free"
00408d00,FUN_00408d00,162,0,"FUN_004020d0 FUN_00408b40 _free"
00408db0,FUN_00408db0,140,0,"FUN_00419860 FUN_00419950 __security_check_cookie _strcpy_s"
00408e40,FUN_00408e40,140,0,"FUN_00419860 FUN_00419950 __security_check_cookie _strcpy_s"
00408ed0,FUN_00408ed0,151,0,"FUN_00419590 FUN_00419690 __security_check_cookie _strcpy_s"
00408f70,FUN_00408f70,163,0,"FUN_00419a60 FUN_00419e80 __security_check_cookie _strcpy_s"
00409020,FUN_00409020,88,0,"D3DXCreateTexture EnterCriticalSection LeaveCriticalSection"
00409080,FUN_00409080,1106,0,"D3DXCreateTexture EnterCriticalSection FUN_004094e0 FUN_0041ae60 LeaveCriticalSection __security_check_cookie _strcpy_s `eh_vector_constructor_iterator' `eh_vector_destructor_iterator' wsprintfA"
004094e0,FUN_004094e0,696,0,"FID_conflict:_wprintf FUN_00409020 FUN_0040cf40"
004097a0,FUN_004097a0,270,0,"D3DXCreateTexture EnterCriticalSection FUN_00412670 LeaveCriticalSection _memset"
004098b0,FUN_004098b0,37,0,"FUN_004098e0"
004098e0,FUN_004098e0,266,0,"FUN_00404e60"
004099f0,FUN_004099f0,756,0,"FUN_00406360 FUN_004063d0 FUN_00417800"
00409cf0,FUN_00409cf0,60,0,"_memset"
00409d30,FUN_00409d30,28,0,"_free"
00409d50,FUN_00409d50,7,0,""
00409d60,FUN_00409d60,52,0,"_memset"
00409da0,FUN_00409da0,404,0,"FUN_0040d990"
00409f40,FUN_00409f40,33,0,""
00409f70,FUN_00409f70,378,0,"FUN_00409da0"
0040a0f0,FUN_0040a0f0,1003,0,"FUN_0068a143"
0040a4e0,FUN_0040a4e0,4,0,""
0040a4f0,FUN_0040a4f0,23,0,""
0040a510,FUN_0040a510,54,0,"FUN_0040a790 _memset"
0040a550,FUN_0040a550,263,0,"FUN_0040a8a0 FUN_0068a143"
0040a660,FUN_0040a660,69,0,""
0040a6b0,FUN_0040a6b0,16,0,""
0040a6c0,FUN_0040a6c0,202,0,"FUN_0040a7f0 FUN_0040a8a0 FUN_0068a143"
0040a790,FUN_0040a790,87,0,"FUN_0068a143 _memmove_s"
0040a7f0,FUN_0040a7f0,126,0,"FUN_0040a920 FUN_0068a143"
0040a870,FUN_0040a870,37,0,""
0040a8a0,FUN_0040a8a0,117,0,"FUN_00401670 FUN_004021c0 __CxxThrowException@8"
0040a920,FUN_0040a920,459,0,"FUN_0040a870 FUN_0040aaf0 FUN_0040ab70 _free _memmove_s _memset"
0040aaf0,FUN_0040aaf0,123,0,"FUN_00401670 FUN_004021c0 __CxxThrowException@8"
0040ab70,FUN_0040ab70,78,0,"FUN_00689dcb __CxxThrowException@8 exception"
0040abc0,FUN_0040abc0,23,0,"InitializeCriticalSection"
0040abe0,FUN_0040abe0,38,0,"DeleteCriticalSection _free"
0040ac10,FUN_0040ac10,17,0,"DeleteCriticalSection"
0040ac30,FUN_0040ac30,11,0,"EnterCriticalSection"
0040ac40,FUN_0040ac40,11,0,"LeaveCriticalSection"
0040ac50,FUN_0040ac50,19,0,""
0040ac70,FUN_0040ac70,30,0,""
0040ac90,FUN_0040ac90,190,0,""
0040ad50,FUN_0040ad50,7,0,""
0040ad60,FUN_0040ad60,50,0,"_free"
0040adb0,FUN_0040adb0,37,0,"_free"
0040ade0,FUN_0040ade0,11,0,""
0040adf0,FUN_0040adf0,11,0,""
0040ae00,FUN_0040ae00,11,0,""
0040ae10,FUN_0040ae10,54,0,"_free"
0040ae50,FUN_0040ae50,3,0,""
0040ae60,FUN_0040ae60,3,0,""
0040ae70,FUN_0040ae70,3,0,""
0040ae80,FUN_0040ae80,28,0,"_free"
0040aea0,FUN_0040aea0,60,0,""
0040aee0,FUN_0040aee0,19,0,""
0040af00,FUN_0040af00,11,0,""
0040af10,FUN_0040af10,11,0,""
0040af20,FUN_0040af20,11,0,""
0040af30,FUN_0040af30,68,0,""
0040af80,FUN_0040af80,55,0,"FUN_00414eb0"
0040afc0,FUN_0040afc0,63,0,"FUN_00414eb0"
0040b000,FUN_0040b000,2663,0,"FUN_00405090 FUN_00405200 FUN_00406a90 FUN_00409080 FUN_004098e0 FUN_0040c160 FUN_0040c2e0 FUN_0040c350 FUN_0040c610 FUN_0040c6d0 FUN_0040cf40 FUN_004129e0 FUN_0041b280 FUN_00689dcb FUN_0068a143 FUN_0068be59 __security_check_cookie _free _memset wsprintfA"
0040ba90,FUN_0040ba90,35,0,"_free"
0040bac0,FUN_0040bac0,58,0,"_free"
0040bb00,FUN_0040bb00,55,0,"_free"
0040bb40,FUN_0040bb40,304,0,"FUN_00404d70 FUN_0040c350 FUN_0068a143 _free"
0040bc80,FUN_0040bc80,135,0,"FUN_0068a143"
0040bd10,FUN_0040bd10,258,0,"FUN_0040cc50 FUN_0068a143"
0040be20,FUN_0040be20,153,0,"FUN_0068a143"
0040bec0,FUN_0040bec0,274,0,"FUN_0040cc50 FUN_0068a143"
0040bfe0,FUN_0040bfe0,81,0,"FUN_0068a143"
0040c040,FUN_0040c040,81,0,"FUN_0068a143"
0040c0a0,FUN_0040c0a0,81,0,"FUN_0068a143"
0040c100,FUN_0040c100,95,0,"FUN_0040c350 FUN_0068a143"
0040c160,FUN_0040c160,224,0,"FUN_0040c3d0 FUN_0040cb70"
0040c240,FUN_0040c240,39,0,"_free"
0040c270,FUN_0040c270,99,0,"FUN_0068a143"
0040c2e0,FUN_0040c2e0,105,0,"FUN_0040c270 FUN_0040c8f0 FUN_0068a143"
0040c350,FUN_0040c350,123,0,"FUN_00401670 FUN_004021c0 __CxxThrowException@8"
0040c3d0,FUN_0040c3d0,562,0,"FUN_00401670 FUN_004021c0 FUN_0040c770 FUN_0040c7c0 FUN_0040c820 __CxxThrowException@8"
0040c610,FUN_0040c610,163,0,"FUN_0040aaf0 FUN_0040cd40 FUN_0040ce10"
0040c6b3,Catch_All@0040c6b3,17,0,"FUN_0040c240 __CxxThrowException@8"
0040c6d0,FUN_0040c6d0,154,0,"FUN_00401670 FUN_004021c0 __CxxThrowException@8"
0040c770,FUN_0040c770,78,0,""
0040c7c0,FUN_0040c7c0,82,0,""
0040c820,FUN_0040c820,56,0,"FUN_00689dcb"
0040c860,FUN_0040c860,74,0,"FUN_0040aaf0 FUN_0040cd40"
0040c8b0,FUN_0040c8b0,55,0,"FUN_0040ce10"
0040c8f0,FUN_0040c8f0,604,0,"FUN_0040aaf0 FUN_0040cbf0 FUN_0040ccd0 FUN_0040cd00 FUN_0040ce50 FUN_0040ce80 FUN_0040e590 FUN_0040e5b0 _free"
0040ca88,Catch_All@0040ca88,9,0,"_free"
0040cb70,FUN_0040cb70,119,0,"FUN_0068a143"
0040cbf0,FUN_0040cbf0,51,0,"FUN_0040ce50"
0040cc30,FUN_0040cc30,28,0,""
0040cc50,FUN_0040cc50,121,0,"FUN_0040cda0 FUN_0068a143"
0040ccd0,FUN_0040ccd0,41,0,"FUN_0040ce80"
0040cd00,FUN_0040cd00,53,0,""
0040cd40,FUN_0040cd40,86,0,"FUN_00689dcb __CxxThrowException@8 exception"
0040cda0,FUN_0040cda0,105,0,""
0040ce10,FUN_0040ce10,55,0,""
0040ce50,FUN_0040ce50,37,0,""
0040ce80,FUN_0040ce80,37,0,""
0040ceb0,FUN_0040ceb0,21,0,"CloseHandle"
0040ced0,FUN_0040ced0,35,0,"ReadFile"
0040cf00,FUN_0040cf00,13,0,"GetFileSize"
0040cf10,FUN_0040cf10,9,0,""
0040cf20,FUN_0040cf20,15,0,""
0040cf30,FUN_0040cf30,9,0,"FUN_0041ba70"
0040cf40,FUN_0040cf40,213,0,"CreateFileA FUN_0041b890 FUN_0041bfa0 FUN_00689dcb"
0040d020,FUN_0040d020,137,0,"GetModuleFileNameA __security_check_cookie _strcpy_s _strrchr"
0040d0b0,FUN_0040d0b0,168,0,"FUN_0068be59 __security_check_cookie _strcat_s"
0040d160,FUN_0040d160,97,0,"CloseClipboard GetClipboardData GlobalLock GlobalUnlock OpenClipboard _strncpy_s"
0040d1d0,FUN_0040d1d0,34,0,""
0040d200,FUN_0040d200,148,0,"FUN_0040dc40 FUN_0040dc80 FUN_0040dd60"
0040d2a0,FUN_0040d2a0,173,0,"FUN_0040d3f0 _free"
0040d360,FUN_0040d360,138,0,"CoCreateInstance MessageBoxA"
0040d3f0,FUN_0040d3f0,331,0,"FUN_0040dc40 FUN_0040dc80 FUN_0040dd60 FUN_0068a143"
0040d540,FUN_0040d540,22,0,"MessageBoxA"
0040d560,FUN_0040d560,188,0,"MessageBoxA"
0040d620,FUN_0040d620,176,0,"FUN_0040de50 MessageBoxA __security_check_cookie _memset"
0040d6d0,FUN_0040d6d0,312,0,"FUN_0068a143"
0040d810,FUN_0040d810,282,0,"FUN_0040d540 MessageBoxA"
0040d930,FUN_0040d930,16,0,""
0040d940,FUN_0040d940,71,0,"FUN_0068a143"
0040d990,FUN_0040d990,88,0,"FUN_0068a143"
0040d9f0,FUN_0040d9f0,182,0,"FUN_00404400 FUN_0068a143"
0040daa6,FUN_0040daa6,152,0,"FUN_0040dbf0 FUN_0040dcf0"
0040db40,FUN_0040db40,166,0,"FUN_0068a143"
0040dbf0,FUN_0040dbf0,67,0,"FUN_0068a143"
0040dc40,FUN_0040dc40,58,0,"FUN_0040ddc0 FUN_0068a143"
0040dc80,FUN_0040dc80,62,0,"FUN_0040e510 FUN_0068a143"
0040dcc0,FUN_0040dcc0,43,0,"FUN_0068a143"
0040dcf0,FUN_0040dcf0,110,0,"FUN_0040dee0 FUN_0068a143"
0040dd60,FUN_0040dd60,87,0,"FUN_0068a143 _memmove_s"
0040ddc0,FUN_0040ddc0,99,0,"FUN_0068a143 _memmove_s"
0040de30,FUN_0040de30,31,0,""
0040de50,FUN_0040de50,132,0,"FUN_0040e240 FUN_0040e510 FUN_0068a143 __security_check_cookie"
0040dee0,FUN_0040dee0,143,0,"FUN_0040e060 FUN_0068a143"
0040df70,FUN_0040df70,90,0,"FUN_0068a143 _memmove_s"
0040dfd0,FUN_0040dfd0,46,0,""
0040e000,FUN_0040e000,84,0,"FUN_00689dcb __CxxThrowException@8 exception"
0040e060,FUN_0040e060,472,0,"FUN_004027b0 FUN_0040aaf0 FUN_0040dfd0 FUN_0040e560 FUN_0040e590 FUN_0040e5b0 _free _memmove_s"
0040e240,FUN_0040e240,691,0,"FUN_0040aaf0 FUN_0040de30 FUN_0040e000 FUN_0040e610 FUN_0040e640 FUN_0040e670 FUN_0040e6a0 FUN_0040e6f0 __security_check_cookie _free"
0040e403,Catch_All@0040e403,9,0,"_free"
0040e510,FUN_0040e510,75,0,""
0040e560,FUN_0040e560,48,0,"_memmove_s"
0040e590,FUN_0040e590,30,0,""
0040e5b0,FUN_0040e5b0,90,0,"FUN_00689dcb __CxxThrowException@8 exception"
0040e610,FUN_0040e610,34,0,"FUN_0040e6f0"
0040e640,FUN_0040e640,35,0,""
0040e670,FUN_0040e670,42,0,""
0040e6a0,FUN_0040e6a0,79,0,""
0040e6f0,FUN_0040e6f0,42,0,""
0040e720,FUN_0040e720,91,0,"_memset"
0040e780,FUN_0040e780,111,0,"GetWindowRect ImmGetContext ImmSetCandidateWindow"
0040e7f0,FUN_0040e7f0,77,0,"_memset"
0040e840,FUN_0040e840,112,0,"FUN_0040e8b0 ImmGetCompositionStringA"
0040e8b0,FUN_0040e8b0,380,0,"ImmGetCompositionStringA __security_check_cookie _memset _strcpy_s _strncpy_s"
0040ea30,FUN_0040ea30,300,0,"__security_check_cookie _strcpy_s _strncpy_s"
0040eb60,FUN_0040eb60,11,0,""
0040eb70,FUN_0040eb70,26,0,""
0040eb90,FUN_0040eb90,39,0,"_strcpy_s"
0040ebc0,FUN_0040ebc0,157,0,""
0040ec60,FUN_0040ec60,293,0,"__security_check_cookie _strcpy_s _strncpy_s"
0040ed90,FUN_0040ed90,46,0,"_memset"
0040edc0,FUN_0040edc0,22,0,""
0040ede0,FUN_0040ede0,616,0,"DefWindowProcA FUN_0040e840 FUN_0040e8b0 FUN_0040ea30 FUN_0040ebc0 FUN_0040ec60 FUN_0040ed90 ToAscii __security_check_cookie"
0040f0b0,FUN_0040f0b0,77,0,"GetCurrentDirectoryA GetFileAttributesA _strcat_s"
0040f100,FUN_0040f100,22,0,"GetPrivateProfileIntA"
0040f120,FUN_0040f120,35,0,"GetPrivateProfileStringA"
0040f150,FUN_0040f150,164,0,"FUN_00408e40 FUN_0040f200 FUN_0040f730 _free"
