entry,name,size,params,callees
00403be0,FUN_00403be0,278,0,"FUN_00404190 FUN_004041d0 FUN_00404300 FUN_00404380"
00403d00,FUN_00403d00,29,0,"MessageBoxA"
00403d20,FUN_00403d20,95,0,"DirectInput8Create FUN_00403d00"
00403d80,FUN_00403d80,197,0,"FUN_00403d00"
00403e50,FUN_00403e50,90,0,"_memset"
00403eb0,FUN_00403eb0,139,0,"FUN_00403d00 FUN_00404190 FUN_00404360 __security_check_cookie _memset"
00403f40,FUN_00403f40,200,0,"FUN_004041d0 FUN_00404320"
00404010,FUN_00404010,260,0,"FUN_00404240 FUN_004042b0 back"
00404120,FUN_00404120,107,0,"back"
00404190,FUN_00404190,52,0,""
004041d0,FUN_004041d0,49,0,"FUN_004043e0 FUN_004046a0 iterator::operator+"
00404210,back,45,1,"FUN_00404400 FUN_004046a0 operator-"
00404240,FUN_00404240,99,0,"FUN_00404190 FUN_004043a0 FUN_00404400 FUN_00404440 FUN_00404560"
004042b0,FUN_004042b0,66,0,"FUN_00404420 FUN_004044c0"
00404300,FUN_00404300,19,0,"FUN_004044f0"
00404320,FUN_00404320,49,0,"FUN_00404590 FUN_00404720 FUN_00404740"
00404360,FUN_00404360,29,0,"FUN_004045b0"
00404380,FUN_00404380,19,0,"FUN_00404630"
004043a0,FUN_004043a0,52,0,""
004043e0,FUN_004043e0,31,0,"FUN_00405250"
00404400,FUN_00404400,31,0,"FUN_00405250"
00404420,FUN_00404420,24,0,"FUN_00404190"
00404440,FUN_00404440,114,0,"FUN_00404190 FUN_004043e0 FUN_00404770 FUN_004052b0 iterator::operator+"
004044c0,FUN_004044c0,33,0,"FUN_00405ce0"
004044f0,FUN_004044f0,103,0,"FUN_004044c0 FUN_00405100"
00404560,FUN_00404560,46,0,"FUN_00405d20"
00404590,FUN_00404590,31,0,"FUN_004052f0"
004045b0,FUN_004045b0,121,0,"FUN_00404590 FUN_00405140 FUN_00405160 FUN_00405190 __security_check_cookie"
00404630,FUN_00404630,110,0,"FUN_00405200 FUN_00405230"
004046a0,FUN_004046a0,19,0,"FUN_004052e0"
004046c0,iterator::operator+,45,0,"iterator::operator+="
004046f0,operator-,45,2,"iterator::operator-="
00404720,FUN_00404720,19,0,"FUN_00405330"
00404740,FUN_00404740,45,0,"FUN_00405310"
00404770,FUN_00404770,511,0,"DoMessageBox FID_conflict:_Xran FUN_00404190 FUN_004043a0 FUN_00404560 FUN_00404a79 FUN_00404a90 FUN_00405120 FUN_00405d90 FUN_00405dc0"
004048ab,Catch@004048ab,168,0,"FUN_00404190 FUN_004044c0 FUN_00404a79 FUN_00405100 __CxxThrowException@8"
004049b3,Catch@004049b3,98,0,"FUN_004044c0 FUN_00404a79 FUN_00405d90 __CxxThrowException@8"
00404a79,FUN_00404a79,19,0,""
00404a90,FUN_00404a90,19,0,"max_size"
00404ab0,FID_conflict:_Xran,90,0,"FID_conflict:length_error __CxxThrowException@8 basic_string<>"
00404b10,FID_conflict:length_error,37,0,"FID_conflict:runtime_error"
00404b40,FID_conflict:runtime_error,93,0,"FUN_00640c4c basic_string<char,std::char_traits<char>,std::allocator<char>_>"
00404ba0,what,22,0,"FUN_00404d10"
00404bc0,FUN_00404bc0,44,0,"FID_conflict:~logic_error _free"
00404bf0,FID_conflict:~logic_error,84,0,"~basic_string<> ~exception"
00404c50,FUN_00404c50,28,0,"FID_conflict:~logic_error"
00404c70,FUN_00404c70,44,0,"FUN_00404c50 _free"
00404ca0,basic_string<char,std::char_traits<char>,std::allocator<char>_>,71,2,"_String_val<> _Tidy allocator<> assign"
00404cf0,~basic_string<>,23,0,"_Tidy"
00404d10,FUN_00404d10,19,0,"FID_conflict:_Myptr"
00404d30,assign,178,4,"FID_conflict:_Myptr FUN_00404fa0 FUN_00654ace _Eos _Grow _Myptr copy erase"
00404df0,copy,25,3,"_memcpy"
00404e10,_Tidy,116,3,"_Eos copy deallocate"
00404e90,FID_conflict:_Myptr,45,0,""
00404ec0,_String_val<>,28,0,"allocator<>"
00404ee0,allocator<>,16,0,""
00404ef0,erase,141,3,"FUN_00654ace _Eos _Myptr move"
00404f80,move,25,3,"_memmove"
00404fa0,FUN_00404fa0,17,0,""
00404fc0,_Eos,52,2,"FUN_00405000 _Myptr"
00405000,FUN_00405000,15,0,""
00405010,_Grow,151,3,"FID_conflict:max_size FUN_00405460 FUN_00654b0e _Eos _Tidy"
004050b0,_Myptr,45,1,""
004050e0,deallocate,25,0,"_free"
00405100,FUN_00405100,25,0,"_free"
00405120,FUN_00405120,27,0,"FUN_00405e00"
00405140,FUN_00405140,31,0,"FUN_004052f0"
00405160,FUN_00405160,33,0,"FUN_004055f0"
00405190,FUN_00405190,99,0,"FUN_00405200 FUN_00405e20 const_iterator::operator!="
00405200,FUN_00405200,33,0,"FUN_00405e60"
00405230,FUN_00405230,25,0,"_free"
00405250,FUN_00405250,28,0,"FUN_00405a10"
00405270,iterator::operator+=,32,0,""
00405290,iterator::operator-=,27,0,"iterator::operator+="
004052b0,FUN_004052b0,35,0,"FUN_00405a30"
004052e0,FUN_004052e0,16,0,""
004052f0,FUN_004052f0,28,0,"FUN_00405a50"
00405310,FUN_00405310,32,0,""
00405330,FUN_00405330,16,0,""
00405340,FID_conflict:length_error,37,0,"FID_conflict:runtime_error"
00405370,FID_conflict:runtime_error,100,0,"basic_string<char,std::char_traits<char>,std::allocator<char>_> exception"
004053e0,basic_string<>,58,0,"FID_conflict:assign _String_val<> _Tidy allocator<>"
00405420,FID_conflict:max_size,51,0,"max_size"
00405460,FUN_00405460,167,0,"FID_conflict:max_size FUN_00405550 allocate"
00405507,Catch@00405507,39,0,"allocate"
0040552e,Catch@0040552e,34,0,"_Tidy __CxxThrowException@8"
00405550,FUN_00405550,99,0,"_Eos _Myptr _Tidy copy"
004055c0,max_size,44,0,""
004055f0,FUN_004055f0,546,0,"DoMessageBox FID_conflict:_Xran FUN_00405940 FUN_004059c0 FUN_00405b50 FUN_00405b90 FUN_00405bd0 FUN_00405ef0 FUN_00405f20"
00405744,Catch@00405744,175,0,"FUN_00405200 FUN_00405230 FUN_00405b90 __CxxThrowException@8"
0040585d,Catch@0040585d,125,0,"FUN_00405200 FUN_00405ef0 __CxxThrowException@8 __security_check_cookie"
00405940,FUN_00405940,19,0,"max_size"
00405960,FID_conflict:_Xran,90,0,"FID_conflict:length_error __CxxThrowException@8 basic_string<>"
004059c0,FUN_004059c0,27,0,"FUN_00405ea0"
004059e0,max_size,44,0,""
00405a10,FUN_00405a10,24,0,""
00405a30,FUN_00405a30,26,0,""
00405a50,FUN_00405a50,24,0,""
00405a70,const_iterator::operator!=,33,0,"const_iterator::operator=="
00405aa0,FID_conflict:assign,38,0,"assign length"
00405ad0,length,17,0,"_strlen"
00405af0,allocator<>,14,0,""
00405b00,allocate,27,2,"_Allocate<char>"
00405b20,max_size,44,1,""
00405b50,FUN_00405b50,57,0,""
00405b90,FUN_00405b90,57,0,""
00405bd0,FUN_00405bd0,46,0,"FUN_00405f80"
00405c00,const_iterator::operator==,28,0,""
00405c20,assign,125,3,"_Eos _Grow _Inside _Myptr assign copy"
00405ca0,_Inside,51,2,"_Myptr"
00405ce0,FUN_00405ce0,51,0,"FUN_00405fc0 FUN_00405fd0"
00405d20,FUN_00405d20,55,0,"FUN_00405fc0 FUN_00405fe0"
00405d60,DoMessageBox,37,0,"FUN_00406000"
00405d90,FUN_00405d90,36,0,""
00405dc0,FUN_00405dc0,51,0,"FUN_00405fc0 FUN_00406040"
00405e00,FUN_00405e00,20,0,"operator_new"
00405e20,FUN_00405e20,51,0,"FUN_00406080 FUN_00406090"
00405e60,FUN_00405e60,51,0,"FUN_00406080 _Destroy_range<>"
00405ea0,FUN_00405ea0,20,0,"operator_new"
00405ec0,DoMessageBox,37,0,"FUN_00406100"
00405ef0,FUN_00405ef0,43,0,""
00405f20,FUN_00405f20,51,0,"FUN_00406080 FUN_00406140"
00405f60,_Allocate<char>,17,2,"operator_new"
00405f80,FUN_00405f80,55,0,"FUN_00406080 FUN_00406180"
00405fc0,FUN_00405fc0,11,0,""
00405fd0,FUN_00405fd0,5,0,""
00405fe0,FUN_00405fe0,25,0,"FUN_00406260"
00406000,FUN_00406000,55,0,"FUN_00405fc0 FUN_00406290"
00406040,FUN_00406040,51,0,"_memmove"
00406080,FUN_00406080,11,0,""
00406090,FUN_00406090,55,0,""
004060d0,_Destroy_range<>,38,0,"destroy"
00406100,FUN_00406100,55,0,"FUN_00406080 FUN_004062d0"
00406140,FUN_00406140,53,0,""
00406180,FUN_00406180,91,0,"FUN_00406220"
004061db,Catch@004061db,2,0,""
004061dd,FUN_004061dd,9,0,""
004061e6,FUN_004061e6,55,0,"FUN_004061dd __CxxThrowException@8 destroy"
00406220,FUN_00406220,29,0,"FUN_00406380"
00406240,destroy,25,2,"FUN_004063e0"
00406260,FUN_00406260,43,0,""
00406290,FUN_00406290,49,0,"_memmove"
004062d0,FUN_004062d0,93,0,"FUN_00406220"
0040632d,Catch@0040632d,2,0,""
0040632f,FUN_0040632f,9,0,""
00406338,FUN_00406338,58,0,"FUN_0040632f __CxxThrowException@8 destroy"
00406380,FUN_00406380,65,0,"FUN_004063d0"
004063d0,FUN_004063d0,8,0,""
004063e0,FUN_004063e0,5,0,""
004063f0,FUN_004063f0,42,0,"FUN_00406420 FUN_004064c0 _String_val<>"
00406420,FUN_00406420,126,0,"FID_conflict:_Xran FUN_00404a90 FUN_00405120"
004064a0,_String_val<>,28,0,"allocator<>"
004064c0,FUN_004064c0,14,0,""
004064d0,allocator<>,16,0,""
004064e0,FUN_004064e0,42,0,"FUN_00406510 FUN_004065b0 _String_val<>"
00406510,FUN_00406510,126,0,"FID_conflict:_Xran FUN_00405940 FUN_004059c0"
00406590,_String_val<>,28,0,"allocator<>"
004065b0,FUN_004065b0,14,0,""
004065c0,allocator<>,16,0,""
004065d0,FUN_004065d0,19,0,"FUN_004044f0"
004065f0,FUN_004065f0,19,0,"FUN_00404630"
00406610,FUN_00406610,56,0,""
00406650,FUN_00406650,98,0,""
004066c0,FUN_004066c0,29,0,"MessageBoxA"
004066e0,FUN_004066e0,311,0,"CoCreateInstance FUN_004066c0 __security_check_cookie _memset"
00406820,FUN_00406820,500,0,"FUN_004066c0 FUN_00406b80 __security_check_cookie _free _memcpy _memset"
00406a20,FUN_00406a20,348,0,"FUN_004066c0 __security_check_cookie _memcpy _memset"
00406b80,FUN_00406b80,559,0,"FUN_004066c0 mmioAscend mmioClose mmioDescend mmioOpenA mmioRead operator_new"
00406db0,FUN_00406db0,60,0,"FUN_00403b90 _memset"
00406df0,FUN_00406df0,19,0,"FUN_00403be0"
00406e10,FUN_00406e10,110,0,"FUN_00403d00 _memcpy _memset"
00406e80,FUN_00406e80,741,0,"FUN_00404320"
00407170,FUN_00407170,38,0,""
004071a0,FUN_004071a0,30,0,"_memset"
004071c0,FUN_004071c0,161,0,"CreateThread FUN_00409350 FUN_00409490 FUN_00409740 SetThreadPriority"
00407270,FUN_00407270,292,0,"CloseHandle FUN_00409380 FUN_004093a0 FUN_00409430 FUN_00409490 FUN_00409740 TerminateThread"
004073a0,FUN_004073a0,11,0,""
004073b0,FUN_004073b0,13,0,""
004073c0,FUN_004073c0,13,0,""
004073d0,FUN_004073d0,367,0,"CloseHandle CreateFileA FUN_00406820 FUN_004093a0 FUN_004093e0 FUN_00409430 FUN_00409470 FUN_00409490 __security_check_cookie _sprintf"
00407540,FUN_00407540,341,0,"CloseHandle CreateFileA FUN_00406a20 FUN_004093a0 FUN_00409430 FUN_0040a6c0 ReadFile SetFilePointer _free operator_new"
004076a0,FUN_004076a0,310,0,"FUN_00406a20 FUN_004093a0 FUN_00409430 FUN_0040a6c0 FUN_0041cf00 FUN_0041d750 ReadFile _free operator_new"
004077e0,FUN_004077e0,472,0,"CloseHandle CreateFileA FUN_004093a0 FUN_00409430 SetFilePointer WriteFile"
004079c0,FUN_004079c0,142,0,"FUN_004093a0 FUN_004093e0 FUN_00409430"
00407a50,FUN_00407a50,289,0,"CloseHandle CreateFileA FUN_00408110 FUN_00408670 FUN_00409290 FUN_004092f0 FUN_004094b0 FUN_004095c0 FUN_004096a0 back"
00407b80,FUN_00407b80,283,0,"FUN_00408390 FUN_00408900 FUN_00409290 FUN_004092f0 FUN_004094b0 FUN_004095c0 FUN_004096a0 FUN_0041cf00 FUN_0041d750 back"
00407ca0,FUN_00407ca0,29,0,"FUN_00409740"
00407cc0,FUN_00407cc0,169,0,"FUN_004094b0 FUN_004094d0"
00407d70,FUN_00407d70,88,0,"FUN_004094b0 FUN_004094d0 FUN_00409520"
00407dd0,FUN_00407dd0,129,0,"FUN_004094b0 FUN_004094d0"
00407e60,FUN_00407e60,138,0,"FUN_00407cc0 FUN_004094b0 FUN_004094d0"
00407ef0,FUN_00407ef0,535,0,"CreateEventA FUN_00407cc0 FUN_00407d70 FUN_00407dd0 FUN_00408bd0 FUN_004094b0 FUN_004094d0 WaitForSingleObject"
00408110,FUN_00408110,627,0,"CloseHandle CreateFileA FUN_00406a20 ReadFile SetFilePointer _free operator_new"
00408390,FUN_00408390,727,0,"CloseHandle CreateEventA FUN_00406a20 FUN_0041cf00 FUN_0041d750 ReadFile SetFilePointer WaitForSingleObject _free operator_new"
00408670,FUN_00408670,644,0,"CloseHandle CreateFileA GetFileSize ReadFile SetFilePointer __security_check_cookie"
00408900,FUN_00408900,713,0,"CloseHandle CreateEventA FUN_0041cf00 FUN_0041d800 GetFileSize ReadFile SetFilePointer WaitForSingleObject __security_check_cookie _strcmp"
00408bd0,FUN_00408bd0,1724,0,"CloseHandle CreateEventA ReadFile SetFilePointer WaitForSingleObject _memset"
00409290,FUN_00409290,83,0,""
004092f0,FUN_004092f0,87,0,"CloseHandle"
00409350,FUN_00409350,42,0,"FUN_004097e0 FUN_004099d0 _String_val<>"
00409380,FUN_00409380,19,0,"FUN_00409860"
004093a0,FUN_004093a0,52,0,""
004093e0,FUN_004093e0,70,0,"FID_conflict:_Xran FUN_004093a0 FUN_00409760 FUN_00409d80 iterator::operator+"
00409430,FUN_00409430,49,0,"FUN_00409760 FUN_00409d80 iterator::operator+"
00409470,FUN_00409470,29,0,"FUN_00409780"
00409490,FUN_00409490,19,0,"FUN_00409860"
004094b0,FUN_004094b0,17,0,""
004094d0,FUN_004094d0,32,0,"FUN_004099e0 FUN_00409dd0"
004094f0,back,45,1,"FUN_00409a10 FUN_00409dd0 FUN_00409df0"
00409520,FUN_00409520,154,0,"Empty FUN_00409d60"
004095c0,FUN_004095c0,211,0,"FUN_00409a60 FUN_00409d20 FUN_00409d40"
004096a0,FUN_004096a0,151,0,"Empty FUN_00409d60"
00409740,FUN_00409740,19,0,"FUN_00409c60"
00409760,FUN_00409760,31,0,"FUN_0040a120"
00409780,FUN_00409780,96,0,"FUN_00409760 FUN_00409e60 FUN_00409ea0 FUN_00409ed0"
004097e0,FUN_004097e0,126,0,"FID_conflict:_Xran FUN_00409e80 FUN_0040a000"
00409860,FUN_00409860,103,0,"FUN_00409f40 FUN_00409fe0"
004098d0,FID_conflict:_Xran,90,0,"FID_conflict:length_error __CxxThrowException@8 basic_string<>"
00409930,FID_conflict:length_error,37,0,"FID_conflict:runtime_error"
00409960,FUN_00409960,28,0,"FID_conflict:~logic_error"
00409980,FUN_00409980,44,0,"FUN_00409960 _free"
004099b0,_String_val<>,28,0,"allocator<>"
004099d0,FUN_004099d0,14,0,""
004099e0,FUN_004099e0,35,0,"_Vector_iterator<>"
00409a10,FUN_00409a10,41,0,"_Vector_iterator<>"
00409a40,Empty,25,0,""
00409a60,FUN_00409a60,511,0,"FID_conflict:_Xran FUN_0040a020 FUN_0040a0c0 FUN_0040a0e0 FUN_0040a700 FUN_0040a740 FUN_0040a780"
00409c60,FUN_00409c60,177,0,"Empty FUN_004096a0 FUN_0040a0a0 FUN_0040a0c0 destroy"
00409d20,FUN_00409d20,27,0,"FUN_0040a7c0"
00409d40,FUN_00409d40,29,0,"FUN_0040a7e0"
00409d60,FUN_00409d60,25,0,"FUN_0040a830"
00409d80,FUN_00409d80,19,0,"FUN_0040a160"
00409da0,iterator::operator+,45,0,"iterator::operator+="
00409dd0,FUN_00409dd0,19,0,"FUN_0040a1b0"
00409df0,FUN_00409df0,57,0,"FUN_0040a190"
00409e30,FID_conflict:length_error,37,0,"FID_conflict:runtime_error"
00409e60,FUN_00409e60,31,0,"FUN_0040a120"
00409e80,FUN_00409e80,19,0,"max_size"
00409ea0,FUN_00409ea0,33,0,"FUN_0040a210"
00409ed0,FUN_00409ed0,99,0,"FUN_00409f40 FUN_0040a840 const_iterator::operator!="
00409f40,FUN_00409f40,33,0,"FUN_0040a880"
00409f70,FID_conflict:_Xran,90,0,"FID_conflict:length_error __CxxThrowException@8 basic_string<>"
00409fd0,allocator<>,16,0,""
00409fe0,FUN_00409fe0,25,0,"_free"
0040a000,FUN_0040a000,27,0,"FUN_0040a8c0"
0040a020,FUN_0040a020,22,0,"max_size"
0040a040,FID_conflict:_Xran,90,0,"FID_conflict:length_error __CxxThrowException@8 basic_string<>"
0040a0a0,FUN_0040a0a0,25,0,"_free"
0040a0c0,FUN_0040a0c0,25,0,"_free"
0040a0e0,FUN_0040a0e0,27,0,"FUN_0040a8e0"
0040a100,destroy,25,2,"FUN_0040a900"
0040a120,FUN_0040a120,28,0,"FUN_0040a590"
0040a140,iterator::operator+=,32,0,""
0040a160,FUN_0040a160,16,0,""
0040a170,_Vector_iterator<>,32,0,"FUN_0040a600"
0040a190,FUN_0040a190,27,0,"FUN_0040a5e0"
0040a1b0,FUN_0040a1b0,83,0,""
0040a210,FUN_0040a210,511,0,"DoMessageBox FID_conflict:_Xran FUN_004093a0 FUN_00409e80 FUN_0040a000 FUN_0040a630 FUN_0040a670 FUN_0040a940 FUN_0040a970"
0040a34b,Catch@0040a34b,168,0,"FUN_004093a0 FUN_00409f40 FUN_00409fe0 __CxxThrowException@8"
0040a453,Catch@0040a453,117,0,"FUN_00409f40 FUN_0040a940 __CxxThrowException@8"
0040a530,max_size,44,0,""
0040a560,max_size,44,0,""
0040a590,FUN_0040a590,24,0,""
0040a5b0,const_iterator::operator!=,33,0,"const_iterator::operator=="
0040a5e0,FUN_0040a5e0,31,0,""
0040a600,FUN_0040a600,33,0,""
0040a630,FUN_0040a630,52,0,""
0040a670,FUN_0040a670,46,0,"FUN_0040a9b0"
0040a6a0,const_iterator::operator==,28,0,""
0040a6c0,FUN_0040a6c0,50,0,"FUN_0040aa20 FUN_0040aa30"
0040a700,FUN_0040a700,55,0,"FUN_0040aa60 FUN_0040aa70"
0040a740,FUN_0040a740,55,0,"FUN_0040aa60 FUN_0040aab0"
0040a780,FUN_0040a780,51,0,"FUN_0040aa60 FUN_0040aad0"
0040a7c0,FUN_0040a7c0,20,0,"operator_new"
0040a7e0,FUN_0040a7e0,65,0,"FUN_004063d0"
0040a830,FUN_0040a830,15,0,"FUN_0040a9f0"
0040a840,FUN_0040a840,51,0,"FUN_0040aae0 FUN_0040aaf0"
0040a880,FUN_0040a880,51,0,"FUN_0040aae0 FUN_0040ab30"
0040a8c0,FUN_0040a8c0,20,0,"operator_new"
0040a8e0,FUN_0040a8e0,20,0,"operator_new"
0040a900,FUN_0040a900,5,0,""
0040a910,DoMessageBox,37,0,"FUN_0040ab40"
0040a940,FUN_0040a940,36,0,""
0040a970,FUN_0040a970,51,0,"FUN_0040aae0 FUN_0040ab80"
0040a9b0,FUN_0040a9b0,55,0,"FUN_0040aae0 FUN_0040abc0"
0040a9f0,FUN_0040a9f0,44,0,"FUN_004092f0 _free"
0040aa20,FUN_0040aa20,11,0,""
0040aa30,FUN_0040aa30,37,0,"FUN_00409780"
0040aa60,FUN_0040aa60,11,0,""
0040aa70,FUN_0040aa70,49,0,"_memmove"
0040aab0,FUN_0040aab0,25,0,"FUN_0040abe0"
0040aad0,FUN_0040aad0,5,0,""
0040aae0,FUN_0040aae0,11,0,""
0040aaf0,FUN_0040aaf0,49,0,"_memmove"
0040ab30,FUN_0040ab30,5,0,""
0040ab40,FUN_0040ab40,55,0,"FUN_0040aae0 FUN_0040ac10"
0040ab80,FUN_0040ab80,51,0,"_memmove"
0040abc0,FUN_0040abc0,25,0,"FUN_0040ac50"
0040abe0,FUN_0040abe0,43,0,""
0040ac10,FUN_0040ac10,49,0,"_memmove"
0040ac50,FUN_0040ac50,43,0,""
0040ac80,FUN_0040ac80,72,0,"FUN_0040acd0 FUN_0040ad10"
0040acd0,FUN_0040acd0,53,0,"FUN_0040ad40 _String_val<>"
0040ad10,FUN_0040ad10,14,0,""
0040ad20,_String_val<>,28,0,"allocator<>"
0040ad40,FUN_0040ad40,16,0,""
0040ad50,allocator<>,16,0,""
0040ad60,FUN_0040ad60,19,0,"FUN_00409c60"
0040ad80,FUN_0040ad80,177,0,"FUN_00401000 FUN_0040dc90 FUN_0040de30 FUN_0040de50 FUN_0040df40 FUN_0040df60"
0040ae40,FUN_0040ae40,434,0,"FUN_00401020 FUN_0040dcc0 FUN_0040dd20 FUN_0040de30 FUN_0040de80 FUN_0040dea0 FUN_0040dee0 FUN_0040df40 FUN_0040dfb0 _free"
0040b000,FUN_0040b000,261,0,"FUN_00401b20 FUN_0040d8c0 FUN_0040d8e0 FUN_0040dda0 FUN_0040dee0 FUN_0040df20"
0040b110,FUN_0040b110,184,0,"FUN_0040d8c0 FUN_0040d8e0 FUN_0040dda0 FUN_0040df20"
0040b1d0,FUN_0040b1d0,128,0,"FUN_0040d8c0 FUN_0040d8e0 FUN_0040dda0 FUN_0040df20"
0040b250,FUN_0040b250,33,0,"FUN_0040de30 FUN_0040df40"
0040b280,FUN_0040b280,727,0,"FUN_00401b20 FUN_0040c590 FUN_0040dce0 FUN_0040dd00 FUN_0040dd20 FUN_0040dd60 FUN_0040ddc0 FUN_0040dee0 FUN_0040dfd0 FUN_0041a3d0 FUN_0041b400 __security_check_cookie _free _sprintf"
0040b560,FUN_0040b560,575,0,"FUN_00401c20 FUN_0040c590 FUN_0040dce0 FUN_0040dd00 FUN_0040dd20 FUN_0040dd60 FUN_0040ddc0 FUN_0040dee0 FUN_0040dfd0 FUN_0041a3d0 __security_check_cookie _free _sprintf"
0040b7a0,FUN_0040b7a0,27,0,"FUN_0040b7c0"
0040b7c0,FUN_0040b7c0,949,0,"CloseHandle CreateFileA FUN_00401c20 FUN_0040c590 FUN_0040dd20 FUN_0040dd60 FUN_0040dee0 FUN_0041b2b0 ReadFile SetFilePointer _free operator_new"
0040bb80,FUN_0040bb80,31,0,"FUN_0040bba0"
0040bba0,FUN_0040bba0,918,0,"FUN_00401c20 FUN_0040c590 FUN_0040dd20 FUN_0040dd60 FUN_0040dee0 FUN_0041b2b0 FUN_0041cf00 FUN_0041d750 ReadFile SetFilePointer _free operator_new"
0040bf40,FUN_0040bf40,31,0,"FUN_0040bf60"
0040bf60,FUN_0040bf60,1046,0,"CloseHandle CreateFileA FUN_0040c380 FUN_0040dd20 FUN_0040dd60 FUN_0041a3d0 FUN_0041b400 SetFilePointer WriteFile __security_check_cookie _sprintf"
0040c380,FUN_0040c380,523,0,"CloseHandle CreateFileA GetFileSize ReadFile _free operator_new"
0040c590,FUN_0040c590,340,0,"FUN_0040dd60 FUN_0040dea0 FUN_0040dee0 FUN_0041b990"
0040c6f0,FUN_0040c6f0,54,0,"FUN_0040c730 FUN_0040c8c0"
0040c730,FUN_0040c730,173,0,"FUN_0041b990"
0040c7e0,FUN_0040c7e0,16,0,"FUN_004028f0"
0040c7f0,FUN_0040c7f0,65,0,"FUN_00401f50 FUN_00402250"
0040c840,FUN_0040c840,25,0,"FUN_00402250"
0040c860,FUN_0040c860,25,0,"FUN_004023b0"
0040c880,FUN_0040c880,25,0,"FUN_004025f0"
0040c8a0,FUN_0040c8a0,25,0,"FUN_00401af0"
0040c8c0,FUN_0040c8c0,162,0,"FUN_0040c590 FUN_0040dd20 FUN_0040dd60 FUN_0040dee0"
0040c970,FUN_0040c970,42,0,"FUN_00403200 FUN_0040c8c0"
0040c9a0,FUN_0040c9a0,115,0,"FUN_004029f0 FUN_0040c8c0 FUN_0040dd20"
0040ca20,FUN_0040ca20,92,0,"FUN_00402d50 FUN_0040c8c0"
0040ca80,FUN_0040ca80,1132,0,"FUN_004029f0 FUN_0040c8c0 FUN_0040d900 FUN_0040d940 FUN_0040d980 FUN_0040d990 FUN_0040da00 FUN_0040dd60"
0040cef0,FUN_0040cef0,994,0,"FUN_004029f0 FUN_0040c8c0 FUN_0040ca80 FUN_0040d900 FUN_0040d940 FUN_0040d980 FUN_0040d990 FUN_0040da00 FUN_0040dd60"
0040d2e0,FUN_0040d2e0,970,0,"FUN_004029f0 FUN_0040c8c0 FUN_0040d900 FUN_0040d940 FUN_0040d980 FUN_0040d990 FUN_0040da00 FUN_0040dd60"
0040d6b0,FUN_0040d6b0,212,0,"FUN_00401f50 FUN_004029f0 FUN_0040c8c0 FUN_0040db50 FUN_0040dd60"
0040d790,FUN_0040d790,171,0,"FUN_00401f50 FUN_004029f0 FUN_0040c8c0 FUN_0040db50 FUN_0040dd60"
0040d840,CreateIndirect,35,4,"FUN_0040d790"
0040d870,FUN_0040d870,80,0,"FUN_0040dd60"
0040d8c0,FUN_0040d8c0,22,0,"FUN_0041a2d0"
0040d8e0,FUN_0040d8e0,19,0,"FUN_0041a380"
0040d900,FUN_0040d900,17,0,"FUN_0040d920"
0040d920,FUN_0040d920,28,0,"FUN_00641754"
0040d940,FUN_0040d940,17,0,"FUN_0040d960"
0040d960,FUN_0040d960,28,0,"FUN_00641804"
